"[1, 6, 5, 0, 0, 4, 4, 1, 2, 0, 3, 0, 7, 7, 0, 2, 7, 7, 7, 3, 6, 2, 5, 4, 5, 1, 3, 3]",35.11529541,34.63467407
"[0, 3, 0, 1, 3, 1, 2, 7, 3, 7, 0, 5, 1, 0, 7, 1, 7, 6, 1, 6, 0, 4, 5, 4, 5, 2, 0, 2]",32.89925385,33.30748367
"[7, 7, 6, 6, 4, 1, 7, 4, 3, 1, 6, 7, 2, 5, 5, 1, 7, 5, 2, 7, 5, 4, 4, 6, 5, 1, 0, 1]",33.39072418,33.43018341
"[2, 3, 5, 3, 2, 7, 4, 1, 1, 2, 5, 4, 4, 0, 5, 2, 5, 1, 6, 3, 1, 5, 2, 2, 7, 6, 4, 3]",32.62783813,32.29369736
"[0, 7, 7, 5, 3, 4, 3, 7, 0, 1, 3, 1, 7, 5, 2, 7, 3, 4, 0, 5, 2, 2, 7, 2, 0, 3, 7, 7]",34.93644714,33.38824463
"[0, 2, 3, 7, 3, 7, 1, 1, 2, 2, 3, 7, 5, 6, 5, 4, 3, 2, 1, 2, 3, 4, 7, 2, 7, 0, 5, 1]",25.61380386,26.99540329
"[6, 7, 1, 6, 4, 3, 6, 3, 3, 5, 3, 3, 0, 5, 1, 2, 6, 3, 7, 2, 7, 5, 5, 6, 6, 0, 7, 7]",32.70967102,32.52424622
"[2, 1, 3, 3, 5, 2, 7, 0, 0, 5, 4, 6, 2, 7, 2, 5, 7, 6, 7, 7, 5, 7, 5, 3, 4, 5, 1, 5]",33.40393829,33.0738678
"[5, 5, 3, 7, 1, 4, 6, 0, 0, 0, 6, 1, 0, 0, 7, 0, 6, 2, 7, 5, 0, 6, 1, 7, 6, 5, 1, 7]",29.71425056,30.01639557
"[2, 5, 5, 0, 0, 5, 0, 4, 4, 6, 2, 7, 0, 4, 5, 4, 1, 6, 6, 5, 3, 0, 7, 1, 6, 6, 6, 0]",34.65803146,33.10363388
"[0, 6, 3, 4, 4, 7, 4, 1, 0, 2, 6, 1, 4, 2, 4, 0, 2, 7, 1, 2, 0, 5, 0, 3, 6, 2, 7, 6]",34.33055115,31.58000374
"[7, 4, 7, 5, 5, 2, 3, 7, 4, 3, 6, 2, 2, 5, 7, 4, 6, 5, 5, 5, 2, 1, 4, 0, 2, 5, 4, 4]",33.18611145,32.79550171
"[4, 6, 6, 2, 4, 4, 3, 5, 1, 2, 6, 2, 3, 1, 1, 7, 5, 3, 3, 4, 4, 3, 6, 3, 6, 2, 6, 4]",29.06308746,29.203022
"[1, 2, 5, 6, 2, 2, 1, 6, 3, 5, 7, 2, 3, 0, 4, 1, 1, 7, 6, 2, 0, 2, 5, 3, 7, 6, 4, 7]",inf,32.6881218
"[1, 3, 0, 6, 3, 1, 0, 4, 7, 2, 3, 5, 1, 1, 4, 3, 4, 6, 2, 5, 4, 5, 4, 0, 6, 2, 6, 1]",33.85775375,31.99170685
